id,author_year,country,setting,level_of_care,design,era_note,n_patients,antibody_type,DAT_status,gestation_range,prior_IUT,phototherapy_standard,exchange_threshold_used,ivig_product,ivig_dose,infusion_duration,timing,repeat_doses,comparator,control_exchange_rate,primary_outcome,effect_size,ci_lower,ci_upper,p_value,peak_SBR,phototherapy_duration,topup_transfusions,length_of_stay,NEC,haemolysis,thrombosis,infusion_reactions,other_harms,neurodevelopment,rob_tool,rob_overall,directness,grade_certainty,grade_reason,funding,key_limitation,abstract_only,pmid,doi,notes
E11,Merlob_1990,Israel,single centre (Beilinson Medical Center),NICU,Case report,not stated in abstract,1,"NOT HDFN -- neonatal alloimmune (isoimmune) THROMBOCYTOPENIA (platelet alloimmunisation, i.e. FNAIT); population mismatch, flagged INDIRECT per task instruction","not applicable (platelet, not red-cell, alloimmunisation)",38 weeks,not applicable,not stated in abstract,not stated in abstract,not stated in abstract,high dose (exact figure not stated in abstract),not stated in abstract,not stated in abstract,not stated in abstract,none (case report),not applicable,development of NEC after high-dose IVIG for NAIT,not applicable (case report),,,not applicable,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,1/1 developed NEC at 3 days of age; known maternal/neonatal NEC risk factors excluded by authors,"not applicable (thrombocytopenia, not haemolysis, is the underlying disease)",authors hypothesise a shared thrombotic mechanism linking high-dose IVIG to NEC across alloimmune neonatal conditions,not stated in abstract,not stated in abstract,not assessed,not applicable,Very high risk of bias for causal inference (n=1 case report),"INDIRECT -- extrapolated from a different neonatal alloimmune disease (platelet, not red-cell)",Very Low,downgraded for indirectness (wrong disease -- FNAIT not HDFN) and very serious imprecision (n=1),not stated in abstract,included specifically because the task brief asks for extrapolation across related alloimmune neonatal conditions to be flagged rather than silently excluded or silently included,Y,2332014,10.1007/BF02009666,"Earliest identified case report proposing the IVIG-thrombosis-NEC mechanistic chain, predating Navarro 2009's (E5) histopathological confirmation by 19 years"
E12,Freyne_2011,not stated in available record (letter; ADC Fetal & Neonatal Edition),not stated in abstract,NICU,"Cohort (retrospective review of FBC parameters), reported as a letter",5-year period (exact years not stated in available record),74 (33 IVIG / 41 no-IVIG; 58 total IVIG doses),Rhesus disease,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated (58 doses across 33 patients implies repeat dosing),not stated in abstract,not stated in abstract,not stated in abstract,phototherapy alone / no-IVIG comparison group,not stated,haematological (FBC) parameters and safety profile of IVIG,no reported adverse effects at time of transfusion; refractory anaemia requiring readmission not modified by IVIG,,,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,0/33 IVIG-treated infants developed NEC; the sole NEC case in the whole cohort (1/41) occurred in the NON-IVIG group,none reported at time of transfusion,"statistically (not clinically) significant shifts in some individual white-cell parameters pre/post dose, not sustained over the course of treatment",not assessed,not stated in abstract,not assessed,not applied,"High risk of bias (retrospective, letter/short-report format, methods underreported)",Direct (Rhesus disease; postnatal),Very Low,"downgraded for risk of bias (retrospective, letter format, methods underreported) and imprecision (single NEC event, occurring in the non-IVIG arm)",not stated in abstract,"PubMed's own abstract field is empty for this record; descriptive content sourced via the Consensus MCP tool's excerpt of the same published letter, with PMID/DOI independently verified via PubMed this session","Y (abstract not available on PubMed; content via Consensus excerpt, identifiers PubMed-verified)",22171016,10.1136/archdischild-2011-300446,"One of the few studies where the sole NEC case occurred in the NON-IVIG arm -- directly counter to the Figueras-Aloy/Yang signal, reinforcing Li 2022's (E3) null finding"
E13,Senterre_Viellevoye_Rigo_2010,not stated in available record (French-language letter),not stated in abstract,not stated,Letter/commentary,not stated in abstract,not stated,alloimmune HDN (general topic per title),not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not applicable,not applicable,"complications and recommendations concerning IVIG in alloimmune HDN (per translated title); MeSH terms confirm topical coverage of NEC, exchange transfusion, phototherapy, risk factors",not applicable -- no numeric data transcribable,,,not applicable,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,topic covered per MeSH terms (Enterocolitis Necrotizing) but no numeric data available in French-language abstract-not-available record,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not assessed,not applicable,Cannot be assessed (no abstract/full text accessed this session),Direct topic (alloimmune HDN) but content not accessible this session,Not assessable,no GRADE assignable -- no quantitative claim is drawn from this record; retained only as a verified topical marker,not stated in abstract,"French-language letter; full content and any quantitative data not accessible this session (abstract not available, full text not fetched); no numbers transcribed from this record per CLAUDE.md rule 2",Y,20097047,10.1016/j.arcped.2009.11.023,Retained only as a topical marker following a Consensus-surfaced 'Viellevoye NEC in VLBW preterms' lead that itself could not be independently verified this session (see could-not-verify-E.md); no numeric claims drawn from this record
E14,Desborough_2013,UK (Oxford; MHRA/EU/FDA/Canada Vigilance data reviewed),multinational vigilance-database review + systematic review of case reports,"not applicable (all ages, not NICU-specific)",Case report + systematic review of case reports + review of national/international vigilance-database reports,vigilance data Jan 1998-May 2012; case-report systematic review Jan 1948-Jan 2013,"925 vigilance-reported cases (MHRA/EU/FDA/Canada combined) + 62 case reports in systematic review (mixed ages, NOT neonate-specific)","not applicable (mechanism paper, not disease-specific)",not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,majority (97%) of cases occurred at cumulative doses >=2 g/kg,not stated,not applicable,not applicable,not applicable,not applicable,incidence and clinical features of IVIg-induced haemolysis,"descriptive/case-series data, not a comparative effect size (925 vigilance cases; 62 published case reports)",,,not applicable,not applicable,not applicable,not applicable,not applicable,"not the outcome of this paper (mechanism paper on haemolysis, not NEC)","IVIg-induced haemolysis reported most commonly in blood group A (65%) or AB (26%) recipients; mechanism = passive transfer of anti-A/anti-B isoagglutinins causing in vivo RBC coating and, rarely, clinically significant haemolysis",not directly assessed (haemolysis-focused paper),not stated in abstract,renal failure identified as a downstream complication of severe haemolysis in some cases,not assessed,not applied (case-series/vigilance-data review),High risk of bias for incidence estimation (spontaneous-reporting vigilance data subject to major under-reporting; case-report review has inherent publication bias); authoritative for mechanism and management recommendations,INDIRECT for the neonatal HDFN population specifically -- vigilance/case-report data span all ages and indications; neonate-specific denominator not extractable,Very Low,"downgraded for serious indirectness (all-ages/all-indications population, not neonatal HDFN) and inherent risk of bias in spontaneous-reporting/case-report data (no denominator)",not stated in abstract,"no denominator for true incidence; UK-relevant because MHRA data specifically included; provides the evidence base for the practical management recommendations (stop infusion, test for haemolysis, check anti-A/B titre in the implicated batch, consider batch quarantine, report to vigilance body) used in domain-E.md and guidance-table.md",N,24164446,10.1111/tme.12083,Central reference for the isoagglutinin-haemolysis mechanism and UK (MHRA) regulatory framing; cross-referenced in guidance-table.md
E15,Christensen_2015,USA,single centre,NICU,Case report with physiological monitoring,not stated in abstract,1,RhD (erythroblastosis fetalis),not stated in available record,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,Privigen 10%,500 mg/kg x2 doses,not stated in abstract,rescue (established Rh erythroblastosis fetalis),2 doses,within-subject (pre/during/post-IVIG end-tidal CO [ETCO] monitoring); no separate control patient,not applicable,rate of haemolysis measured by end-tidal carbon monoxide (ETCO) before/during/after IVIG,increase in ETCO (i.e. increase in haemolysis rate) observed after BOTH of the two IVIG doses -- opposite of the intended/expected reduction in haemolysis,,,not stated (exact ETCO values not transcribable -- abstract not available),not stated in abstract,not applicable,not stated in abstract,not stated in abstract,not applicable (NEC not the outcome of this report),"directly demonstrated by physiological monitoring: increase, not decrease, in haemolysis rate following IVIG administration",not directly assessed,not stated in abstract,not stated in abstract,not assessed,not applicable,"Very high risk of bias for causal inference (n=1, no comparator) but high internal validity for the specific physiological measurement made (within-subject before/after ETCO monitoring)",Direct (Rh erythroblastosis fetalis; postnatal) -- small n but exactly the target population and mechanism,Very Low,downgraded for very serious imprecision (n=1) despite being direct-population direct-mechanism evidence; abstract not available so full quantitative ETCO values not transcribable this session,not stated in abstract,"PubMed's own abstract field is empty for this record ('[Abstract not available]'); descriptive content sourced via the Consensus MCP tool's excerpt of the same published letter, with PMID/DOI independently verified via PubMed this session","Y (abstract not available on PubMed; content via Consensus excerpt, identifiers PubMed-verified)",26074177,10.1111/trf.13104,First-in-kind objective physiological demonstration that IVIG can INCREASE the rate of haemolysis in Rh-HDN -- relevant to interpreting IVIG's null efficacy in the Leiden/Brazil RCTs (Domain A) and supports biological plausibility for harm rather than benefit in this patient
E16,Ohlsson_Lacy_2020_Cochrane,multinational (Cochrane Neonatal Review Group),multicentre (19 RCTs pooled),NICU,Systematic review/meta-analysis of RCTs,search updated to May 2013 (no new trials found in this 2020 publication update -- the evidence base is not more recent than 2013),~5000 (19 RCTs),NOT HDFN -- preterm/LBW infants at risk of nosocomial infection; population INDIRECT,not applicable,<37 weeks PMA and/or <2500 g,not applicable,not stated in abstract,not stated in abstract,not applicable,variable across 19 pooled trials (not stated in abstract),not stated in abstract,prophylactic (not treatment of established haemolysis),variable (repeated dosing common in this literature; not stated precisely in abstract),placebo or no intervention,not applicable,"nosocomial sepsis / serious infection; safety outcomes assessed included NEC, BPD, IVH, mortality, length of stay","sepsis RR 0.85 (95% CI 0.74-0.98); any serious infection RR 0.82 (95% CI 0.74-0.92); NO significant difference in NEC, BPD, IVH, all-cause mortality, or length of stay",0.74 (sepsis RR),0.98 (sepsis RR),not stated numerically for the NEC comparison specifically,not applicable,not applicable,not applicable,no significant difference in length of hospital stay,no statistically significant difference in incidence of NEC across the 19 pooled trials (numeric pooled RR/CI for NEC specifically not given in the available abstract text),"not applicable (efficacy outcome was infection, not haemolysis)",not applicable,not applicable,'no major adverse effects of IVIG were reported in any of these studies'; 'prophylactic use of IVIG is not associated with any short-term serious side effects',not assessed,Cochrane GRADE methodology (applied by original review),"Low to Moderate for the review's own question (Cochrane methodology, GRADE-assessed) though moderate heterogeneity (I2 50-62%) for the efficacy outcomes","INDIRECT -- different indication (infection prophylaxis, not treatment of established alloimmune haemolysis), different dosing pattern (repeated smaller prophylactic doses vs single/few larger treatment doses), no HDFN-specific denominator",Low (for the 'no NEC signal' claim in THIS population); Very Low when extrapolated to the HDFN-treatment question,"the review itself is high-quality for its own population/question; extrapolated to HDFN treatment, downgrade for serious indirectness (different indication, dose, and population -- sepsis prophylaxis in well/moderately-unwell preterm infants vs acute treatment of an actively haemolysing, often term/late-preterm infant)",not stated in abstract,"the absence of an NEC signal in prophylactic low-to-moderate-dose IVIG for infection prevention does NOT directly refute the NEC signal seen in HDFN-treatment studies (E1-E4), because dose pattern, indication, and population differ substantially; the contrast suggests any HDFN-specific signal may relate to the acute severe-haemolysis physiological state and/or larger bolus dosing rather than to IVIG as a drug class per se",N,31995650,10.1002/14651858.CD000361.pub4,Key INDIRECT comparator evidence; search not updated past May 2013 despite 2020 publication date -- itself an absence-of-evidence finding worth noting for the guideline
E17,Ling_2026,not stated (Clinical Laboratory journal; population and setting details limited in available abstract),not stated in abstract,NICU,Observational study (before/after IVIG laboratory comparison; design not further specified in abstract),not stated in abstract,30 neonates,"NOT HDFN -- indications were sepsis (n=18), NEC (n=10), undetermined (n=2); population INDIRECT","cross-matching, DAT, free antibody test (FAT), and elution test (ET) performed before/after IVIG",not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,"1.8-7.5 g total per patient, 1-3 administrations, 0.8-2.9 g/kg",not stated in abstract,"rescue, for sepsis/NEC/undetermined indications (not HDFN)",1-3 times,within-subject (before/after IVIG laboratory comparison); no separate control group,not applicable,"cross-matching incompatibility and haemolysis laboratory markers (LDH, unconjugated bilirubin, RBC, Hgb) before vs after IVIG","statistically significant elevation of LDH and unconjugated bilirubin, and reduction of RBC/Hgb, after IVIG (exact numeric values not given in available abstract beyond 'statistically significant'); cross-matching incompatibility by AHG-card in 30/30 (100%), by AHG-tube in 6/30 (20%)",,,'statistically significant' stated; exact p-values not given in available abstract,not applicable,not applicable,not applicable,not stated in abstract,"not the outcome of this paper (indications were sepsis/NEC/undetermined -- NEC was a pre-existing indication for IVIG in 10/30, not an outcome caused by it)","DAT, FAT and elution test all positive in 30/30 neonates after IVIG administration; RBC and Hgb fell significantly after IVIG and rose significantly after subsequent packed RBC transfusion",not stated,"no RBC transfusion adverse reaction observed after subsequent packed-cell transfusion, despite the cross-matching incompatibility",not stated in abstract,not assessed,not applied,"Moderate risk of bias (small n, single-centre, before/after design, no untreated comparator group, but objective laboratory endpoints)","INDIRECT -- general NICU neonates treated with IVIG for sepsis/NEC/undetermined reasons, NOT HDFN; but directly relevant to the isoagglutinin-haemolysis mechanism, which would apply equally (or more) to HDFN infants already haemolysing",Very Low,"downgraded for serious indirectness (general NICU population, not HDFN) and imprecision (n=30, single centre)",not stated in abstract,"important because it is neonate-specific (unlike Desborough 2013's largely-adult vigilance data, E14) and demonstrates that IVIG-induced isoagglutinin haemolysis and cross-matching interference is a real, laboratory-confirmed phenomenon in neonates at doses (0.8-2.9 g/kg) overlapping typical HDFN dosing (0.5-1 g/kg, Domain A)",N,41543094,10.7754/Clin.Lab.2025.250465,Recommends the AHG-tube method as a workaround for IVIG-induced cross-matching incompatibility; practical implication for blood-bank practice around top-up transfusion timing after IVIG in HDFN (see guidance-table.md)
E18,Huang_2026,"China and international databases searched (PubMed, Embase, Cochrane, Web of Science, Scopus, CNKI, Wanfang, VIP, Chinese Biomedical Literature Database)",multicentre (meta-analysis of 10 RCTs),NICU,Systematic review/meta-analysis of RCTs (dose-comparison: high- vs low-dose IVIG + phototherapy),search to Feb 2026,690 (10 RCTs),"neonatal hemolytic disease generally (Rh/ABO mix implied, not disaggregated in available abstract)",not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,high-dose vs low-dose (exact mg/kg cutoffs not given in available abstract excerpt),not stated in abstract,not stated in abstract,not stated in abstract,"low-dose IVIG + phototherapy arm (dose-comparison, not IVIG-vs-none)","not applicable (dose-comparison, not IVIG-vs-none)","exchange transfusion rate, phototherapy duration, length of hospital stay, serum bilirubin at 24h, haemoglobin at 72h, incidence of adverse events","ET rate Peto OR 0.24 (95% CI 0.12-0.50, p=0.0001) favouring high dose; phototherapy duration MD -9.11h (p=0.002); LOS MD -1.83 days (p=0.0008); SBR at 24h MD -38.86 (units not stated in available abstract, p<0.00001)",0.12 (ET Peto OR),0.50 (ET Peto OR),0.0001 (ET rate comparison),"lower at 24h in high-dose group (MD -38.86, units not stated)",shorter in high-dose group (MD -9.11h),not stated in abstract,shorter in high-dose group (MD -1.83 days),not analysed as a distinct outcome from other adverse reactions in the available abstract,not analysed separately in available abstract,not analysed separately in available abstract,not stated in abstract,'no statistically significant differences...in hemoglobin levels at 72h or adverse reaction rates' between high- and low-dose groups (all P>0.05),not assessed,not named in available abstract,"Moderate risk of bias (RCTs only, but individual trial quality/RoB tool not detailed in available abstract; likely includes Chinese-database trials of variable quality, similar limitation to Yang 2016/E4)","Direct (RCT evidence, neonatal hemolytic disease, dose-comparison) but indirectness caveat: pools trials of heterogeneous blood-group subtype and unclear era/phototherapy-intensity comparability to UK practice",Low,downgraded for risk of bias (individual trial quality/RoB not detailed in available abstract) and indirectness (unclear applicability of dose thresholds and phototherapy co-intervention standard to UK practice),not stated in abstract,"reassuring for whether higher-dose IVIG carries a higher OVERALL adverse-reaction rate than lower-dose (it does not, on this pooled analysis) but does not analyse NEC as a distinct outcome from other adverse reactions, so cannot adjudicate the dose-NEC question specifically",N,42458120,10.1007/s00431-026-07219-4,"Cross-reference to Domain A's Elalfy 2010 dose-comparison trial (A4); this larger pooled analysis found no higher overall adverse-reaction rate with higher-dose IVIG, but NEC was not reported as a separate outcome in the available abstract"
E19,Okulu_2022,Turkey,"multicentre (Turkish Neonatal Jaundice Online Registry, national)",NICU,Retrospective registry-based comparative study,not stated (registry period not given in available abstract),531 (408 phototherapy-only / 123 IVIG),ABO,not stated in abstract,term,not applicable (ABO disease),LED phototherapy (per AAP/Turkish Neonatal Society guidelines),"within 2-3 mg/dL of exchange-transfusion level, or at/above it (inclusion criterion)",not stated in abstract,one dose (not further specified in abstract),not stated in abstract,at/near exchange-transfusion-level bilirubin,single dose,LED phototherapy alone,"not applicable (ET rate itself is the comparative outcome, reported as higher in IVIG group)",prevention of exchange transfusion,need for ET HIGHER in IVIG group (p<0.001); phototherapy duration LONGER in IVIG group (p=0.001); rehospitalisation and acute bilirubin encephalopathy (ABE) rates HIGHER in IVIG group (p<0.001 and p=0.01 respectively); mean Hb slightly LOWER (more anaemic) in IVIG group at baseline (p=0.037) -- baseline severity imbalance,,,"p<0.001 (ET, rehospitalisation), p=0.001 (phototherapy duration), p=0.01 (ABE), p=0.037 (baseline Hb)",not stated in abstract,longer in IVIG group (p=0.001),not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not applied (registry-based observational),"High risk of bias (retrospective registry; indication for IVIG left to clinician discretion/severity -- confounding by indication, evidenced by the baseline Hb imbalance)",Direct (term ABO-HDN; postnatal) but result is almost certainly confounded by indication rather than causal,Very Low,"downgraded for very serious risk of bias -- textbook confounding-by-indication scenario (infants selected for IVIG were already more anaemic/severe at baseline, per the study's own reported Hb difference) rather than evidence that IVIG causes harm; included specifically to illustrate this confound, not as a harm effect estimate to act on",not stated in abstract,single-dose IVIG given near/at the exchange-transfusion threshold in already-severe cases; the worse outcomes in the IVIG group almost certainly reflect the severity of disease that triggered IVIG use rather than an IVIG-caused harm,N,35573949,10.3389/fped.2022.864609,Large national registry (531 infants) illustrating that retrospective observational comparisons of IVIG vs no-IVIG in HDN are highly susceptible to confounding by indication -- directly supports domain-E.md part (b)
E20,Allawama_2019,Jordan,not stated (implied single- or multi-centre),NICU,Retrospective case-control study,not stated in abstract,202 (94 IVIG / 108 control),Mixed (ABO most common cause; Rh not separately quantified in abstract),not stated in abstract,"mostly term (""most of the included infants were term infants"")",not stated in abstract,phototherapy (both groups),"variable; ""when phototherapy threshold was reached or when exchange transfusion level was approached, using either indication...based on attending discretion""",not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,phototherapy-only control group,not applicable,safety and efficacy of IVIG as adjunct to phototherapy,"IVIG group had higher peak bilirubin at baseline (14.6+/-3.7 vs 12.6+/-3 mg/dL, p=0.0001) -- baseline severity imbalance; ""complication of hemolysis was seen more in the IVIG group with higher rate of rebound hyperbilirubinemia, blood transfusion and exchange transfusion"" (no further numeric breakdown in abstract)",,,0.0001 (baseline peak bilirubin difference),"14.6+/-3.7 mg/dL (IVIG) vs 12.6+/-3 mg/dL (control), p=0.0001",not stated in abstract,higher rate of blood transfusion in IVIG group (not quantified in abstract),not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,"'no side effects documented in all the included infants'; but higher rate of rebound hyperbilirubinaemia, blood transfusion, and exchange transfusion in the (more severe) IVIG group",not assessed,"not applied (case-control, observational)","High risk of bias (retrospective; indication for IVIG based on attending discretion -- confounding by indication, evidenced by baseline bilirubin imbalance)","Direct (term, ABO+Rh mixed HDN; postnatal) but confounded",Very Low,"downgraded for very serious risk of bias -- another confounding-by-indication example: the IVIG group had significantly more severe hemolysis at baseline, so its worse downstream outcomes cannot be attributed to IVIG itself",not stated in abstract,"authors' own conclusion is that IVIG is 'safe' with 'no side effects documented,' while simultaneously reporting worse downstream outcomes in the (sicker) IVIG group -- internally suggests the authors themselves attribute the difference to baseline severity rather than to IVIG",N,31803318,10.14740/jocmr4003,"Second illustration (with Okulu 2022, E19) of confounding by indication in retrospective IVIG-vs-comparator HDN literature"
E21,Miqdad_2004,Saudi Arabia,"single centre (Security Forces Hospital, Riyadh)",NICU,"RCT (prospective, randomised; blinding not stated in abstract)",not stated in abstract,112 (56/56),ABO,DAT (direct Coombs) positive required for entry,term,not applicable (ABO disease),not stated as intensive; comparator = phototherapy alone,"TSB >=340 micromol/L (20 mg/dL), or rising >=8.5 micromol/L/h (0.5 mg/dL/h) [control-group threshold as stated]",not stated in abstract,500 mg/kg,not stated in abstract,when significant hyperbilirubinaemia criteria met,single dose,phototherapy alone,"16/56 (28.6%) [efficacy result -- Domain B territory, not the focus of this row]","late anaemia and adverse effects (harms focus of this row; primary efficacy outcome was exchange transfusion, Domain B territory)",not applicable/not quantified for late anaemia specifically beyond the qualitative statement below,,,not applicable for the late-anaemia outcome,not stated in abstract,not stated in abstract,'Late anemia was not of concern in either group' -- no numeric rate given by arm,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,'no adverse effects related to IVIG administration were recorded','Late anemia was not of concern in either group' -- i.e. no meaningful difference reported between IVIG and phototherapy-alone arms,not assessed,not named in abstract,"Moderate risk of bias (RCT, randomisation described, but blinding/allocation concealment and placebo-control status not stated in abstract)","Direct (term ABO-HDN; postnatal) -- a second RCT-level direct comparison for the late-anaemia question alongside Nasseri 2006 (Domain A, row A5)",Low,"downgraded for risk of bias (blinding/allocation concealment not stated) and imprecision (single trial, late anaemia reported only qualitatively with no numeric rates by arm)",not stated in abstract,"late-anaemia outcome reported only qualitatively ('not of concern in either group'), no numeric rates by arm given -- cannot be pooled quantitatively with Nasseri 2006's numeric rates (11.8% vs 0%, Domain A row A5)",Y,15590442,10.1080/14767050400009873,"RCT-level direct evidence (alongside Nasseri 2006/A5 and the two null Rh RCTs in Domain A, A6/A7) that IVIG does not clearly increase late anaemia in ABO-HDN; primary efficacy result is Domain B territory and cross-referenced only"
E22,Ono_2023,Japan,"national survey (195 NICU centres, Japan Neonatologist Association)",NICU,Retrospective mail-in questionnaire survey,infants born 2009-2013; survey conducted 2014,916 with BTHDN; 219 (23.9%) treated with IVIG after phototherapy,"blood-type incompatibility HDN (Rh+ABO combined, not disaggregated in abstract)",not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,"40-1200 mg/kg/dose; majority 500-1000 mg/kg/dose, median 800 mg/kg/dose",not stated in abstract,after phototherapy (rescue),not stated in abstract,none -- single-arm descriptive survey within the IVIG-treated group for the late-anaemia figure,not applicable,real-world IVIG use pattern and outcomes (descriptive),not applicable -- single-arm descriptive; no IVIG-vs-no-IVIG comparison group for late anaemia in this survey,,,not applicable,not stated in abstract,not stated in abstract,"'about 20% of the infants treated with IVIG showed late-onset anemia and required treatment' -- descriptive rate within IVIG-treated group only, no comparator",not stated in abstract,not stated as a distinct survey item,not stated in abstract,not stated in abstract,not stated in abstract,"'adverse events were reported in less than 1% of infants' (overall, not NEC-specific)",not assessed,"not applicable (survey, not applied RoB tool)","High risk of bias for causal inference (descriptive survey, single-arm, recall/response bias -- 64.6% centre response rate, missing-data exclusions)",Direct population (Japanese BTHDN) but single-arm -- cannot distinguish 'late anaemia occurs in HDN regardless of IVIG' from 'IVIG causes late anaemia',Very Low,"downgraded for very serious risk of bias/indirectness for the causal question -- this is a descriptive rate within IVIG-treated infants only, with NO non-IVIG comparator, so it cannot support any causal or comparative claim about IVIG's effect on late anaemia; presented as background incidence data only, per the task brief's explicit instruction not to conflate the two",not stated in abstract,"no comparator group; the ~20% late-anaemia rate is consistent with (not distinguishable from) the substantial baseline late-anaemia rate described in the general HDN literature (e.g. al-Alaiyan 1999, 83% in an IUT-heavy Rh cohort) -- cannot be used to conclude IVIG increases late anaemia",N,38037498,10.1111/ped.15702,Largest identified real-world descriptive dataset on IVIG use in HDN (Japan); useful denominator/dosing-pattern context but not for a late-anaemia causal claim
E23,Zheng_2023,USA,single centre (East Carolina University Health),NICU,Retrospective case series,Oct 2011-Oct 2022,"11 (repeat-dose IVIG, >2 doses)",Mixed (ABO most common cause; Rh not separately quantified in abstract),not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,"3 doses (n=6, 54%) or 4 doses (n=5, 45%); no treatment exceeded 4 doses","none (case series, no comparator)",not applicable,adverse events and exchange-transfusion outcome with repeat (3-4 dose) IVIG regimens,not applicable (case series),,,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,"not stated in abstract as occurring in this series (implied zero, given 'nor adverse events during treatment')",not stated in abstract,not stated in abstract,not stated in abstract,"'No treatment exceeding four doses of IVIG was reported, nor adverse events during treatment' -- reported for all 11 neonates across 3-4 IVIG doses",not assessed,not applicable,"Very high risk of bias for causal inference (case series, no comparator, small n)","Direct (isoimmune HDN, repeat-dose regimen; postnatal) for descriptive purposes only",Very Low,downgraded for very serious imprecision (n=11) and lack of comparator -- a reassuring but statistically underpowered absence-of-harm observation for repeat dosing specifically,not stated in abstract,cannot exclude a harm signal of the magnitude reported in E1-E4 with only 11 patients; useful only as a repeat-dosing-specific reassurance data point not as population-level safety evidence,N,38143377,10.3233/NPM-230070,Directly relevant to the guideline's repeat-dosing safety question; cross-reference Domain A's Nasseri 2006 (A5) which also used a 3-dose regimen
E24,Vardar_2022,not stated in abstract,not stated in abstract,NICU,Retrospective chart review,Jan 2013-Jul 2018,63,"Mixed (ABO 52.4%, remainder implied Rh/other)",not stated in abstract,">30 weeks (43/63, 68.3% full-term)",not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,not stated in abstract,"none (single-arm IVIG cohort, no comparator group)",not applicable,effectiveness of IVIG in reducing exchange-transfusion need and associated complications,"15/63 (23.8%) required exchange transfusion [efficacy context only; single-arm, no comparator for this figure]",,,not stated in abstract for the ET figure,not stated in abstract,not stated in abstract,9/63 (14.3%) needed simple transfusion during hospitalisation; 5/63 (7.9%) readmitted for simple transfusion after discharge,not stated in abstract,not stated in abstract as occurring,not stated in abstract,not stated in abstract,not stated in abstract,"apnoea was the only complication observed, in 1/63 (1.6%) infants; mortality 2/63 (3.2%), 1 related to exchange transfusion (not to IVIG)",not assessed,not applied,"High risk of bias (retrospective, no comparator group -- single-arm IVIG cohort)","Direct (mixed ABO/Rh HDN, >30 weeks; postnatal) but single-arm with no comparator",Very Low,"downgraded for risk of bias (retrospective, no comparator arm) and indirectness for causal harm claims (single-arm cohort cannot separate IVIG-attributable complications from disease-attributable ones)",not stated in abstract,"single-arm; apnoea (1.6%) is the only IVIG-temporally-associated complication reported, consistent with the low infusion-reaction rate seen elsewhere in this domain (Freyne 2011/E12; the Domain A RCTs); cannot address late-anaemia or NEC comparatively",N,35975373,10.4103/njcp.njcp_1_22,Additional real-world descriptive data point on infusion-reaction/hypotension-type harms -- apnoea as the sole complication in a single-arm 63-patient cohort
